-706.74,-Inf
-704.9,-Inf
-703.07,-Inf
-701.24,-Inf
-699.41,-Inf
-697.58,-Inf
-695.75,-Inf
-693.92,-Inf
-692.09,-Inf
-690.26,-Inf
-688.43,-Inf
-686.6,-Inf
-684.76,-Inf
-682.93,-Inf
-681.1,-Inf
-679.27,-Inf
-677.44,-Inf
-675.61,-Inf
-673.78,-Inf
-671.95,-Inf
-670.12,-Inf
-668.29,-Inf
-666.46,-Inf
-664.62,-Inf
-662.79,-Inf
-660.96,-Inf
-659.13,-Inf
-657.3,-Inf
-655.47,-Inf
-653.64,-Inf
-651.81,-Inf
-649.98,-Inf
-648.15,-Inf
-646.32,-Inf
-644.48,-Inf
-642.65,-Inf
-640.82,-Inf
-638.99,-Inf
-637.16,-Inf
-635.33,-Inf
-633.5,-Inf
-631.67,-Inf
-629.84,-Inf
-628.01,-Inf
-626.18,-Inf
-624.34,-Inf
-622.51,-Inf
-620.68,-Inf
-618.85,-Inf
-617.02,-Inf
-615.19,-Inf
-613.36,-Inf
-611.53,-Inf
-609.7,-Inf
-607.87,-Inf
-606.03,-Inf
-604.2,-Inf
-602.37,-Inf
-600.54,-Inf
-598.71,-Inf
-596.88,-Inf
-595.05,-Inf
-593.22,-Inf
-591.39,-Inf
-589.56,-Inf
-587.73,-Inf
-585.89,-Inf
-584.06,-Inf
-582.23,-Inf
-580.4,-Inf
-578.57,-Inf
-576.74,-Inf
-574.91,-Inf
-573.08,-Inf
-571.25,-Inf
-569.42,-Inf
-567.59,-Inf
-565.75,-Inf
-563.92,-Inf
-562.09,-Inf
-560.26,-Inf
-558.43,-Inf
-556.6,-Inf
-554.77,-Inf
-552.94,-Inf
-551.11,-Inf
-549.28,-Inf
-547.45,-Inf
-545.61,-Inf
-543.78,-Inf
-541.95,-Inf
-540.12,-Inf
-538.29,-Inf
-536.46,-Inf
-534.63,-Inf
-532.8,-Inf
-530.97,-Inf
-529.14,-Inf
-527.31,-Inf
-525.47,-Inf
-523.64,-Inf
-521.81,-Inf
-519.98,-Inf
-518.15,-Inf
-516.32,-Inf
-514.49,-Inf
-512.66,-Inf
-510.83,-Inf
-509,-Inf
-507.17,-Inf
-505.33,-Inf
-503.5,-Inf
-501.67,-Inf
-499.84,-Inf
-498.01,-Inf
-496.18,-Inf
-494.35,-Inf
-492.52,-Inf
-490.69,-Inf
-488.86,-Inf
-487.03,-Inf
-485.19,-Inf
-483.36,-Inf
-481.53,-Inf
-479.7,-Inf
-477.87,-Inf
-476.04,-Inf
-474.21,-Inf
-472.38,-Inf
-470.55,-Inf
-468.72,-Inf
-466.88,-Inf
-465.05,-Inf
-463.22,-Inf
-461.39,-Inf
-459.56,-Inf
-457.73,-Inf
-455.9,-Inf
-454.07,-Inf
-452.24,-Inf
-450.41,-Inf
-448.58,-Inf
-446.74,-Inf
-444.91,-Inf
-443.08,-Inf
-441.25,-Inf
-439.42,-Inf
-437.59,-Inf
-435.76,-Inf
-433.93,-Inf
-432.1,-Inf
-430.27,-Inf
-428.44,-Inf
-426.6,-Inf
-424.77,-Inf
-422.94,-Inf
-421.11,-Inf
-419.28,-Inf
-417.45,-Inf
-415.62,-Inf
-413.79,-Inf
-411.96,-Inf
-410.13,-Inf
-408.3,-Inf
-406.46,-Inf
-404.63,-Inf
-402.8,-Inf
-400.97,-Inf
-399.14,-Inf
-397.31,-Inf
-395.48,-Inf
-393.65,-Inf
-391.82,-Inf
-389.99,-Inf
-388.16,-Inf
-386.32,-Inf
-384.49,-Inf
-382.66,-Inf
-380.83,-Inf
-379,-Inf
-377.17,-Inf
-375.34,-Inf
-373.51,-Inf
-371.68,-Inf
-369.85,-Inf
-368.02,-Inf
-366.18,-Inf
-364.35,-Inf
-362.52,-Inf
-360.69,-Inf
-358.86,-Inf
-357.03,-Inf
-355.2,-Inf
-353.37,-Inf
-351.54,-Inf
-349.71,-Inf
-347.88,-Inf
-346.04,-Inf
-344.21,-470.96
-342.38,-413.98
-340.55,-387.4
-338.72,-390.57
-336.89,-351.86
-335.06,-345.63
-333.23,-337.75
-331.4,-328.9
-329.57,-331.06
-327.73,-317.07
-325.9,-336.37
-324.07,-296.25
-322.24,-272.19
-320.41,-256.42
-318.58,-244.35
-316.75,-235.73
-314.92,-233.33
-313.09,-239.07
-311.26,-284.21
-309.43,-240.71
-307.59,-230.33
-305.76,-231.52
-303.93,-262.09
-302.1,-230.78
-300.27,-214.94
-298.44,-210.35
-296.61,-214.09
-294.78,-234.61
-292.95,-223.41
-291.12,-207.18
-289.29,-205.09
-287.45,-218.14
-285.62,-231.15
-283.79,-201.47
-281.96,-191.19
-280.13,-188.57
-278.3,-193.98
-276.47,-226.47
-274.64,-196.33
-272.81,-182.51
-270.98,-179.4
-269.15,-185.5
-267.31,-227.13
-265.48,-185.05
-263.65,-171.34
-261.82,-168.56
-259.99,-179.17
-258.16,-183.55
-256.33,-152.61
-254.5,-138.35
-252.67,-129.12
-250.84,-122.73
-249.01,-118.22
-247.17,-115.12
-245.34,-113.04
-243.51,-111.7
-241.68,-110.92
-239.85,-110.53
-238.02,-110.5
-236.19,-110.85
-234.36,-111.68
-232.53,-113.07
-230.7,-114.91
-228.87,-116.79
-227.03,-117.79
-225.2,-116.67
-223.37,-112.95
-221.54,-107.48
-219.71,-101.58
-217.88,-96.199
-216.05,-91.82
-214.22,-88.634
-212.39,-86.689
-210.56,-85.965
-208.73,-86.411
-206.89,-87.962
-205.06,-90.457
-203.23,-93.639
-201.4,-97.086
-199.57,-100.25
-197.74,-102.62
-195.91,-103.97
-194.08,-104.46
-192.25,-104.5
-190.42,-104.42
-188.58,-104.32
-186.75,-104.03
-184.92,-103.37
-183.09,-102.26
-181.26,-100.89
-179.43,-99.669
-177.6,-99.013
-175.77,-99.338
-173.94,-100.96
-172.11,-104.14
-170.28,-109.04
-168.44,-115.59
-166.61,-122.8
-164.78,-127.68
-162.95,-126.68
-161.12,-120.96
-159.29,-114.45
-157.46,-109.06
-155.63,-105.16
-153.8,-102.56
-151.97,-100.84
-150.14,-99.516
-148.3,-98.186
-146.47,-96.696
-144.64,-95.157
-142.81,-93.908
-140.98,-93.32
-139.15,-93.707
-137.32,-95.243
-135.49,-97.96
-133.66,-101.48
-131.83,-104.72
-130,-105.8
-128.16,-103.47
-126.33,-98.696
-124.5,-93.385
-122.67,-88.845
-120.84,-85.665
-119.01,-84.037
-117.18,-84.015
-115.35,-85.593
-113.52,-88.729
-111.69,-93.234
-109.86,-98.579
-108.02,-103.53
-106.19,-106.23
-104.36,-105.65
-102.53,-102.97
-100.7,-100.06
-98.87,-98.216
-97.039,-97.977
-95.208,-99.634
-93.377,-103.29
-91.546,-108.87
-89.715,-115.7
-87.884,-121.24
-86.053,-121.68
-84.222,-116.37
-82.391,-109.09
-80.561,-102.55
-78.73,-97.541
-76.899,-94.02
-75.068,-91.761
-73.237,-90.497
-71.406,-89.922
-69.575,-89.682
-67.744,-89.467
-65.913,-89.101
-64.082,-88.478
-62.251,-87.69
-60.42,-86.841
-58.589,-86.182
-56.759,-85.799
-54.928,-85.534
-53.097,-85.295
-51.266,-84.815
-49.435,-83.903
-47.604,-82.541
-45.773,-80.931
-43.942,-79.503
-42.111,-78.605
-40.28,-78.65
-38.449,-79.893
-36.618,-82.566
-34.788,-86.714
-32.957,-92.028
-31.126,-97.029
-29.295,-98.888
-27.464,-95.528
-25.633,-89.154
-23.802,-82.688
-21.971,-77.448
-20.14,-73.821
-18.309,-71.721
-16.478,-71.026
-14.647,-71.445
-12.816,-72.645
-10.986,-74.18
-9.1546,-75.602
-7.3237,-76.612
-5.4928,-77.188
-3.6618,-77.585
-1.8309,-78.01
0,-78.525
1.8309,-78.765
3.6618,-78.01
5.4928,-75.697
7.3237,-71.776
9.1546,-67.092
10.986,-62.531
12.816,-58.743
14.647,-56.118
16.478,-54.823
18.309,-55.003
20.14,-56.722
21.971,-59.948
23.802,-64.463
25.633,-69.389
27.464,-72.853
29.295,-72.505
31.126,-68.453
32.957,-62.968
34.788,-57.952
36.618,-54.224
38.449,-52.012
40.28,-51.327
42.111,-52.056
43.942,-54.011
45.773,-56.803
47.604,-59.758
49.435,-61.865
51.266,-62.239
53.097,-60.81
54.928,-58.389
56.759,-55.954
58.589,-54.164
60.42,-53.325
62.251,-53.469
64.082,-54.41
65.913,-55.75
67.744,-56.864
69.575,-57.086
71.406,-56.018
73.237,-53.854
75.068,-51.16
76.899,-48.539
78.73,-46.378
80.561,-44.882
82.391,-44.087
84.222,-43.925
86.053,-44.267
87.884,-44.917
89.715,-45.694
91.546,-46.411
93.377,-46.958
95.208,-47.362
97.039,-47.702
98.87,-48.129
100.7,-48.804
102.53,-49.825
104.36,-51.277
106.19,-53.127
108.02,-55.298
109.86,-57.598
111.69,-59.758
113.52,-61.48
115.35,-62.56
117.18,-62.955
119.01,-62.891
120.84,-62.638
122.67,-62.57
124.5,-62.871
126.33,-63.687
128.16,-64.975
130,-66.627
131.83,-68.336
133.66,-69.758
135.49,-70.571
137.32,-70.717
139.15,-70.401
140.98,-69.933
142.81,-69.69
144.64,-69.807
146.47,-70.264
148.3,-70.758
150.14,-70.844
151.97,-70.043
153.8,-68.26
155.63,-65.691
157.46,-62.814
159.29,-60.117
161.12,-57.833
162.95,-56.035
164.78,-54.628
166.61,-53.466
168.44,-52.354
170.28,-51.109
172.11,-49.761
173.94,-48.446
175.77,-47.439
177.6,-47.015
179.43,-47.488
181.26,-49.065
183.09,-51.951
184.92,-56.168
186.75,-61.338
188.58,-66.18
190.42,-67.807
192.25,-64.575
194.08,-58.243
195.91,-51.645
197.74,-46.118
199.57,-42.094
201.4,-39.595
203.23,-38.563
205.06,-38.875
206.89,-40.393
208.73,-42.888
210.56,-45.993
212.39,-49.195
214.22,-51.797
216.05,-53.259
217.88,-53.553
