-2.2888,-0.0006424,-0.0010707,0.0018558,0.00085654,0.0098502,-0.0044254,0.0052106,0.0031406,0.0019272,-0.0013562,0.0023555,-0.00042827,-0.00028551,0.0034262,-0.002641,-0.0040686,-0.005282,0.0022841,-0.0048537,-0.00028551,0.0021413,-0.0040686,0.013562,0.0047823,0.0030693,-0.0021413,0.0018558,0.0034975,0.0034975,-0.0036403,-0.0015703,0.00028551,0.0033548,-0.0022841,-0.0029979,0.0013562,-0.0012134,0.0042113,-0.003783,0.0027837,0.0014989,0.0032834,0.0035689,0.0059244,0.0012848,0.0055675,0.0036403,-0.00057103,0.0018558,-0.0028551,0.0066382,-0.0037117,-0.0027124,-0.00021413,0.0024982,-0.009065,0.011492,-0.0028551,-0.0017845,-0.0013562,0.0024982,0.0044968,-0.0025696,0.0021413,0.00014276,0.0034262,0.0023555,0.002641,-0.003783,0.01035,0.0040686,-0.0025696,-0.003212,-0.0017131,0.00099929,0.00085654,-0.0063527,-0.0098502
-2.2278,-0.0016417,-0.0019986,-0.00049965,0.0076375,0.00099929,0.0033548,-0.0043541,-0.0010707,0.0074947,0.0024269,-0.0023555,-0.0042113,-0.0025696,0.0067809,0.00021413,-0.00021413,0.004711,-0.0018558,-0.0014989,0.00099929,-0.0057816,-0.0032834,-0.0066382,-0.0069951,0,-0.0038544,-0.0018558,-0.0047823,0.0047823,-0.0066382,0.0057816,0.0022127,0.00057103,0.0012848,0.0010707,0.0011421,-0.00092792,0.0039972,-0.0041399,0.0044254,-0.0014276,0.0006424,-0.010635,0.0014989,-0.0010707,-0.003783,0.0013562,-0.0019986,-0.0051392,0.0012848,0.0062813,-0.0017845,0.0038544,-0.0082799,0.0017845,0.0057816,-0.0010707,0.0029265,0.0024269,0.0037117,-0.012777,-0.00049965,-0.0027837,0.0022127,-0.00014276,0.0028551,-0.0037117,0.00092792,-0.0030693,-0.004711,0.0055675,7.1378e-05,-0.0015703,-0.0024982,0.0011421,0.0047823,-0.0011421,0.00092792
-2.1667,-0.0012848,-0.0034975,0.0006424,0.0030693,0.0022841,0.0023555,-0.00028551,-0.0038544,-0.00099929,-0.0049965,-0.0012848,-0.00042827,-0.0060671,-0.0062099,0.00057103,-0.0035689,-0.00028551,-0.0029979,0.0022841,0.0060671,0.0025696,-0.00085654,-0.0077802,0.0024269,-0.0015703,-0.003212,0.003212,0.00085654,-0.0024982,-0.0037117,-0.0038544,0.0064954,0.0022841,-0.0024982,-0.003212,0.0024269,-0.0048537,-0.00035689,-0.0035689,-0.0022127,0.0054961,-0.0022127,-0.0059244,-0.00042827,0.00028551,-0.0084226,0.0012848,-0.00057103,0.00028551,0.0017131,0.010635,0.00035689,-0.0025696,-0.0031406,-0.0098502,0.0094933,0.0040686,-0.0010707,0.002641,-0.0051392,0.005853,-0.00085654,-0.0017845,-0.0070664,0.0037117,0.004711,0.0062099,0.0039972,-0.0015703,-0.0065668,0.0042827,0.0029265,-0.0013562,-0.00078516,0.0074947,-0.00071378,-0.0037117,0.0019986
-2.1056,-0.00092792,-0.0012134,-0.0071378,-0.0066382,-0.00071378,0.00078516,-0.0050679,0.0039972,-0.0021413,0.0017845,0.0022841,0.0027837,-0.0012848,-0.00057103,0.0024982,-0.0019272,-0.0012134,0.0076375,0.00014276,0.0045682,-0.00078516,-0.0015703,0.0022127,0.00035689,0.00035689,-0.0074233,-0.0012848,0.0018558,0.0043541,0.0039972,0.0015703,-0.00078516,0.0029265,0.0023555,0.0092792,0.00021413,0.0017131,-0.0039258,0.0014989,0.0006424,0.0024982,0.0045682,-0.0021413,-0.0034262,-0.00057103,0.0054247,0.0046396,-0.0015703,0.00085654,-0.00049965,7.1378e-05,0.0035689,-0.0014989,-0.0045682,0.0097788,-0.0037117,0.010635,0.0036403,-0.0014276,0,-0.013562,0.0042827,0.0017131,0.0021413,-0.0038544,0.00042827,0.0049251,0.0072806,0.0016417,-0.0012848,-0.0043541,0.006424,0.004711,-0.0054247,0.0014276,0.0011421,0.0024269,-0.00035689
-2.0445,-0.0042827,-0.0015703,0.00028551,-0.0017845,-0.0041399,-0.0025696,0.0024269,-7.1378e-05,0.0014276,0.0014276,0.0057816,-0.005282,-0.0065668,-0.0012848,0.0027837,0.0040686,0.00028551,-0.0057103,-0.0040686,0.0029979,-0.0027124,-0.00207,-0.0022127,-0.0010707,-0.003212,0.00092792,-0.00021413,-0.0049251,0.00078516,-0.00014276,-0.0011421,-0.0027124,-0.0017845,-0.0006424,0.00028551,-0.0012848,-0.0044968,0.0014989,0.0027837,0.0040686,0.002641,0.00049965,-0.0019986,0.00042827,-0.00078516,0.0016417,0.00207,0.00078516,-0.0006424,0.003212,-0.0019272,-0.0016417,0.0034262,-0.0021413,0.007923,0.00078516,-0.0061385,0.0099929,0.0055675,0.0025696,-0.00092792,0.005282,-0.0027124,0.0049965,0.00057103,0.0060671,0.0054247,-0.00057103,0.00021413,-0.0059244,0.0054247,-0.0054247,0.0065668,0.00092792,0.0024269,-0.00071378,0.0022841,-0.0011421
-1.9835,0.00207,0.0025696,-0.0039972,0.00078516,-0.0018558,-0.0012848,0.003783,-0.0065668,0.0029979,-0.00207,0.0040686,-0.0024982,-0.0043541,7.1378e-05,0.0025696,-0.0025696,0.00085654,0.00071378,-0.0034975,-0.0027124,-0.0034262,0.007923,0.0011421,0.0051392,0.0006424,0.0028551,-0.0019986,0.0065668,-0.0013562,0.0030693,0.0011421,0.0035689,0.0083512,-0.0029265,0.0035689,-0.0022841,-0.004711,0.0024269,-0.0056389,0.0044968,0.0015703,0.0044254,-0.0025696,-0.0039972,0.0013562,-0.0053534,-0.0024269,-0.0035689,0.0038544,-0.0053534,-0.0082799,0.00042827,-0.0023555,-0.0028551,0.0011421,-0.0010707,0.016417,-0.01813,-0.010493,0.0030693,-0.0017845,0.0029265,0.0013562,-0.00042827,-0.0022841,-0.0028551,-0.0011421,-0.0072092,-7.1378e-05,-0.0017131,-0.0015703,-0.0056389,-0.0049965,0.00035689,-0.002641,-0.0038544,0.0006424,0.00071378
-1.9224,0.0032834,0.0019272,0.011135,-0.00078516,-0.00035689,-0.0022127,-0.00021413,7.1378e-05,-0.00092792,0.00014276,-0.0019272,-0.0072806,-0.0022127,-0.0027124,-0.0051392,7.1378e-05,0.0045682,-0.0018558,-0.0018558,0.00207,0.0034975,-0.0012134,0.0022127,0.0012134,0.0010707,0.00099929,-0.00085654,-0.0059958,-0.0014276,0.0068523,-0.0025696,-0.00014276,0.0035689,-0.0022841,-0.0013562,0.0006424,0.0057103,-0.0041399,-0.0011421,0.0043541,-0.0015703,0.0072092,-0.0018558,0.00078516,-0.0032834,0.0045682,0.00042827,0.0055675,0.0022127,0.0042827,-0.0017131,0.0042827,0.0010707,0.0039258,-0.0034262,0.0082085,-0.00035689,-0.0040686,0.0075661,0.0049251,0.0021413,-0.0021413,-0.0017845,0.0010707,-0.0029979,-0.0017131,0.0051392,-0.0054247,0.00042827,-0.0037117,0.0044968,-0.0019986,0.0054247,-7.1378e-05,-0.0042827,-0.00085654,0.0071378,0.0019986
-1.8613,0.00049965,0.0069237,0.002641,0.00078516,-7.1378e-05,0.0028551,0.0035689,-0.0037117,-0.0019272,0.0031406,-0.0018558,-0.0031406,0.0017131,0.0051392,-0.00042827,0.008494,-0.00021413,0.0015703,-0.0012134,-0.0029265,0.00207,-0.0018558,-0.0050679,-0.0013562,0.0032834,0.0022127,0.0015703,0.0022841,0.0049965,-0.002641,0.0042113,0.0040686,-0.0016417,0.0042827,0.0065668,0.0012848,-0.003212,0.00078516,-0.0024982,-0.00085654,-0.0034975,0.00035689,0.0052106,0.0016417,0.0014276,-0.0043541,0.0045682,-0.0038544,-0.0052106,-0.0014276,0.0048537,0.00049965,-0.00021413,0.0024269,-0.0041399,-0.002641,-0.0014276,0.0029979,0.0097788,-7.1378e-05,-0.00099929,0.00014276,-0.0044968,0.0038544,0.0024982,0.0078516,0.0029265,0.00207,0.0067809,0.00071378,0.0013562,0.0032834,0.005853,0.0006424,-0.0055675,0.0011421,0.00057103,0.0054961
-1.8003,-0.00099929,0.0032834,0.003783,0.0042113,0.0010707,-0.006424,-0.00049965,-0.00042827,-0.00057103,0.0074233,-0.0039258,0.0014989,0.0024269,-0.0025696,0.0060671,0,0.0094933,0.0031406,0.0028551,0.0086368,0.0032834,0.0019272,-0.0015703,0.0024269,0.0034975,-0.0054961,-0.0012848,-0.0042113,0.0062099,-0.0013562,7.1378e-05,0.0037117,-0.00028551,0.0028551,0.005853,0.0013562,0.0022127,-0.00092792,-0.0061385,-0.0044968,-0.0062813,0.00014276,-0.0012134,-0.00078516,-0.00035689,0.0092792,0.0022841,-0.0043541,-0.0067809,0.0056389,-0.00092792,0.0015703,-0.0018558,-0.0018558,-0.0037117,-0.0063527,-0.00042827,0.0046396,0.0040686,-0.0035689,0.00092792,0.0038544,0.0016417,0.0083512,-0.0049251,-0.0022127,0.00099929,0.0051392,0.0015703,-0.00092792,-0.0017845,0.0019986,0.0038544,0.0025696,0.00092792,0.0013562,0.0060671,0.00049965
-1.7392,-0.004711,-0.0041399,0.0031406,-0.0018558,0.0039258,-0.0038544,-0.0033548,0.0017845,-0.00028551,-0.0041399,-0.00042827,-0.0010707,0.0063527,-0.00049965,0.0066382,0.0022841,0.0039258,-0.0059244,0.0019986,-0.0030693,-0.00092792,-0.00028551,-0.0072092,0.00092792,0.00092792,0.0065668,-0.0031406,-0.0021413,-0.0006424,-0.0053534,-0.0022127,-0.00028551,-0.0015703,0.0060671,0.0029979,0.0029979,-0.0010707,0.0023555,0.002641,0,-0.0027124,0.00028551,0.0069951,-0.0022841,0.0027124,-0.0031406,0.00207,0.0014276,0.0018558,0.0094933,-0.0050679,-0.003783,-0.00021413,0.0027837,0.0082799,0.015132,-0.0064954,-0.00092792,-0.0083512,0.00042827,-0.0055675,-0.003212,0.0019986,-0.0066382,0.0030693,0.00014276,-0.0010707,0.0012848,-0.00085654,-0.00207,-0.00042827,-0.0041399,-0.0022127,-0.0077802,-0.0069951,-0.0015703,-0.0012134,-0.0069951
